review_id,branch_id,review_date,aspect,matched_terms,aspect_sentiment_label,aspect_sentiment_score,aspect_method,aspect_status
Ci9DQUlRQUNvZENodHljRjlvT25od0xYSmxZMHBEVEU5WVIwdDNkbTlqZVMxbVkzYxAB,banjara_hills,2026-07-02T13:36:24.741000+00:00,quantity,"large,portions,serving",Neutral,-0.005556,keyword_baseline_v1,derived_unvalidated
Ci9DQUlRQUNvZENodHljRjlvT2xCVFZFNHlkRzR0UlZsdU9WZE1iVTV2Y0VWbFYxRRAB,banjara_hills,2026-07-02T10:32:15.817000+00:00,service,waiter,Neutral,-0.012658,keyword_baseline_v1,derived_unvalidated
Ci9DQUlRQUNvZENodHljRjlvT21sclgxRkRWWEZGVDBoTmJGOWxWRWsyUnpOSGRHYxAB,banjara_hills,2026-07-01T15:26:57.888000+00:00,food_quality,"delicious,food",Positive,0.05,keyword_baseline_v1,derived_unvalidated
Ci9DQUlRQUNvZENodHljRjlvT21sclgxRkRWWEZGVDBoTmJGOWxWRWsyUnpOSGRHYxAB,banjara_hills,2026-07-01T15:26:57.888000+00:00,service,service,Positive,0.05,keyword_baseline_v1,derived_unvalidated
Ci9DQUlRQUNvZENodHljRjlvT21sclgxRkRWWEZGVDBoTmJGOWxWRWsyUnpOSGRHYxAB,banjara_hills,2026-07-01T15:26:57.888000+00:00,quantity,portions,Positive,0.05,keyword_baseline_v1,derived_unvalidated
Ci9DQUlRQUNvZENodHljRjlvT21sclgxRkRWWEZGVDBoTmJGOWxWRWsyUnpOSGRHYxAB,banjara_hills,2026-07-01T15:26:57.888000+00:00,ambience,atmosphere,Positive,0.05,keyword_baseline_v1,derived_unvalidated
Ci9DQUlRQUNvZENodHljRjlvT2xRMk0wUmlWMHB4U0hwWGFtUjBiVVU1TFZCQlNFRRAB,banjara_hills,2026-06-30T19:09:20.260000+00:00,food_quality,taste,Neutral,0.0,keyword_baseline_v1,derived_unvalidated
Ci9DQUlRQUNvZENodHljRjlvT2xRMk0wUmlWMHB4U0hwWGFtUjBiVVU1TFZCQlNFRRAB,banjara_hills,2026-06-30T19:09:20.260000+00:00,waiting_time,time,Neutral,0.0,keyword_baseline_v1,derived_unvalidated
Ci9DQUlRQUNvZENodHljRjlvT21OV1YyOUhUMlJOT1RkWFdsUlFhVWxRTjFKQk9FRRAB,banjara_hills,2026-06-30T12:28:31.390000+00:00,food_quality,"food,tasty",Positive,0.121951,keyword_baseline_v1,derived_unvalidated
Ci9DQUlRQUNvZENodHljRjlvT21OV1YyOUhUMlJOT1RkWFdsUlFhVWxRTjFKQk9FRRAB,banjara_hills,2026-06-30T12:28:31.390000+00:00,price_value,value,Positive,0.121951,keyword_baseline_v1,derived_unvalidated
Ci9DQUlRQUNvZENodHljRjlvT21OV1YyOUhUMlJOT1RkWFdsUlFhVWxRTjFKQk9FRRAB,banjara_hills,2026-06-30T12:28:31.390000+00:00,quantity,"quantity,serving",Positive,0.121951,keyword_baseline_v1,derived_unvalidated
Ci9DQUlRQUNvZENodHljRjlvT21OV1YyOUhUMlJOT1RkWFdsUlFhVWxRTjFKQk9FRRAB,banjara_hills,2026-06-30T12:28:31.390000+00:00,ambience,atmosphere,Positive,0.121951,keyword_baseline_v1,derived_unvalidated
Ci9DQUlRQUNvZENodHljRjlvT2tOVk4xaFBOV2hQTUV0d2REZDRNSGx4V1c4eE9IYxAB,banjara_hills,2026-06-29T19:16:35.540000+00:00,service,service,Positive,0.333333,keyword_baseline_v1,derived_unvalidated
Ci9DQUlRQUNvZENodHljRjlvT25Ka1Z6QTJRVmMzYUVWTlRERkZMV2gwTkVacFpGRRAB,banjara_hills,2026-06-29T12:50:48.955000+00:00,food_quality,"food,taste",Neutral,-0.02451,keyword_baseline_v1,derived_unvalidated
Ci9DQUlRQUNvZENodHljRjlvT25Ka1Z6QTJRVmMzYUVWTlRERkZMV2gwTkVacFpGRRAB,banjara_hills,2026-06-29T12:50:48.955000+00:00,waiting_time,time,Neutral,-0.02451,keyword_baseline_v1,derived_unvalidated
Ci9DQUlRQUNvZENodHljRjlvT25OYVNIcEVURWR4TFZWcGVqVjRVRVZzY1dKWVkwRRAB,banjara_hills,2026-06-27T18:41:26.458000+00:00,service,behavior,Negative,-0.052632,keyword_baseline_v1,derived_unvalidated
Ci9DQUlRQUNvZENodHljRjlvT2xaS09YUllSamxxYW1kWFRTMXlVa1J3T1ZKeFluYxAB,banjara_hills,2026-06-26T17:50:18.714000+00:00,waiting_time,time,Negative,-0.108696,keyword_baseline_v1,derived_unvalidated
Ci9DQUlRQUNvZENodHljRjlvT2pKR1oyZzNkMHhSVGxNdFNXaERkVVJ2VDBoUGJrRRAB,banjara_hills,2026-06-22T16:14:21.489000+00:00,food_quality,food,Neutral,-0.030769,keyword_baseline_v1,derived_unvalidated
Ci9DQUlRQUNvZENodHljRjlvT2pKR1oyZzNkMHhSVGxNdFNXaERkVVJ2VDBoUGJrRRAB,banjara_hills,2026-06-22T16:14:21.489000+00:00,service,service,Neutral,-0.030769,keyword_baseline_v1,derived_unvalidated
Ci9DQUlRQUNvZENodHljRjlvT2pKR1oyZzNkMHhSVGxNdFNXaERkVVJ2VDBoUGJrRRAB,banjara_hills,2026-06-22T16:14:21.489000+00:00,price_value,prices,Neutral,-0.030769,keyword_baseline_v1,derived_unvalidated
Ci9DQUlRQUNvZENodHljRjlvT2pKR1oyZzNkMHhSVGxNdFNXaERkVVJ2VDBoUGJrRRAB,banjara_hills,2026-06-22T16:14:21.489000+00:00,hygiene,"cleanliness,dirty,hygiene",Neutral,-0.030769,keyword_baseline_v1,derived_unvalidated
Ci9DQUlRQUNvZENodHljRjlvT2w5WmNYVklaMFZSTVUxbFNGRm9XRUpYYVhoVmVFRRAB,banjara_hills,2026-06-22T09:23:47.632000+00:00,food_quality,food,Positive,0.095238,keyword_baseline_v1,derived_unvalidated
Ci9DQUlRQUNvZENodHljRjlvT2w5WmNYVklaMFZSTVUxbFNGRm9XRUpYYVhoVmVFRRAB,banjara_hills,2026-06-22T09:23:47.632000+00:00,service,service,Positive,0.095238,keyword_baseline_v1,derived_unvalidated
Ci9DQUlRQUNvZENodHljRjlvT25Gb2RuaHlVVkZ6ZVVVdFpWbzJiekJ6VERocVdsRRAB,banjara_hills,2026-06-21T03:23:06.272000+00:00,service,"service,staff",Negative,-0.076923,keyword_baseline_v1,derived_unvalidated
Ci9DQUlRQUNvZENodHljRjlvT2tkclVHeG5ZWFpNU201bU4yeFBNMmM1YVZGcVRtYxAB,banjara_hills,2026-06-19T12:07:27.872000+00:00,food_quality,"food,taste",Neutral,0.0,keyword_baseline_v1,derived_unvalidated
Ci9DQUlRQUNvZENodHljRjlvT2tkclVHeG5ZWFpNU201bU4yeFBNMmM1YVZGcVRtYxAB,banjara_hills,2026-06-19T12:07:27.872000+00:00,price_value,"cost,worth",Neutral,0.0,keyword_baseline_v1,derived_unvalidated
Ci9DQUlRQUNvZENodHljRjlvT25KMU1tZFNhbkZxUlhoVFZrOUpaMHBOY1docVVrRRAB,banjara_hills,2026-06-12T18:03:30.828000+00:00,service,"rude,service,slow,staff",Negative,-0.111111,keyword_baseline_v1,derived_unvalidated
Ci9DQUlRQUNvZENodHljRjlvT25KMU1tZFNhbkZxUlhoVFZrOUpaMHBOY1docVVrRRAB,banjara_hills,2026-06-12T18:03:30.828000+00:00,waiting_time,slow,Negative,-0.111111,keyword_baseline_v1,derived_unvalidated
Ci9DQUlRQUNvZENodHljRjlvT2pkWVRFcEJTWEpQYTNSMWNFODJUbEF4V0ZOTE4yYxAB,banjara_hills,2026-06-12T18:01:30.058000+00:00,ambience,place,Negative,-0.25,keyword_baseline_v1,derived_unvalidated
Ci9DQUlRQUNvZENodHljRjlvT2xCdVJtbEpOMmxxTkdOaVpXNHpjV3RmVmpKdWFuYxAB,banjara_hills,2026-06-12T18:00:06.871000+00:00,service,"rude,service,slow,staff",Negative,-0.050633,keyword_baseline_v1,derived_unvalidated
Ci9DQUlRQUNvZENodHljRjlvT2xCdVJtbEpOMmxxTkdOaVpXNHpjV3RmVmpKdWFuYxAB,banjara_hills,2026-06-12T18:00:06.871000+00:00,waiting_time,slow,Negative,-0.050633,keyword_baseline_v1,derived_unvalidated
Ci9DQUlRQUNvZENodHljRjlvT2xCdVJtbEpOMmxxTkdOaVpXNHpjV3RmVmpKdWFuYxAB,banjara_hills,2026-06-12T18:00:06.871000+00:00,ambience,place,Negative,-0.050633,keyword_baseline_v1,derived_unvalidated
Ci9DQUlRQUNvZENodHljRjlvT2tGUlVGbHpPVVZQTURocmRsUnVablZRV2xKV1FYYxAB,banjara_hills,2026-06-11T17:59:58.741000+00:00,service,"service,staff",Negative,-0.051724,keyword_baseline_v1,derived_unvalidated
Ci9DQUlRQUNvZENodHljRjlvT2tGUlVGbHpPVVZQTURocmRsUnVablZRV2xKV1FYYxAB,banjara_hills,2026-06-11T17:59:58.741000+00:00,ambience,place,Negative,-0.051724,keyword_baseline_v1,derived_unvalidated
ChdDSUhNMG9nS0VJQ0FnSUNHcVp1R2hRRRAB,banjara_hills,2026-06-10T13:03:47.077000+00:00,waiting_time,time,Neutral,-0.02,keyword_baseline_v1,derived_unvalidated
ChdDSUhNMG9nS0VJQ0FnSUNHcVp1R2hRRRAB,banjara_hills,2026-06-10T13:03:47.077000+00:00,hygiene,dirty,Neutral,-0.02,keyword_baseline_v1,derived_unvalidated
ChdDSUhNMG9nS0VJQ0FnSUNHcVp1R2hRRRAB,banjara_hills,2026-06-10T13:03:47.077000+00:00,ambience,seating,Neutral,-0.02,keyword_baseline_v1,derived_unvalidated
Ci9DQUlRQUNvZENodHljRjlvT2pWd1FYUlJSR1IzV1dZMlptcFpkRE4zWDFsMFQzYxAB,banjara_hills,2026-06-07T16:45:48.103000+00:00,food_quality,"food,taste",Neutral,0.0,keyword_baseline_v1,derived_unvalidated
ChZDSUhNMG9nS0VJQ0FnSUNkeE5uWFhREAE,banjara_hills,2026-06-06T07:00:40.048000+00:00,food_quality,food,Neutral,0.024691,keyword_baseline_v1,derived_unvalidated
ChZDSUhNMG9nS0VJQ0FnSUNkeE5uWFhREAE,banjara_hills,2026-06-06T07:00:40.048000+00:00,service,service,Neutral,0.024691,keyword_baseline_v1,derived_unvalidated
Ci9DQUlRQUNvZENodHljRjlvT21WUmRFZEhRbGxRTTE4MFUyaHZTbmhqYVhwMWVXYxAB,banjara_hills,2026-06-05T07:16:30.038000+00:00,service,service,Positive,0.2,keyword_baseline_v1,derived_unvalidated
Ci9DQUlRQUNvZENodHljRjlvT2poSWFFZDJhREYwTUdZMVNUSlRiWGwzYzNWa1EyYxAB,banjara_hills,2026-06-03T18:29:04.774000+00:00,food_quality,food,Neutral,0.0,keyword_baseline_v1,derived_unvalidated
Ci9DQUlRQUNvZENodHljRjlvT2poSWFFZDJhREYwTUdZMVNUSlRiWGwzYzNWa1EyYxAB,banjara_hills,2026-06-03T18:29:04.774000+00:00,service,service,Neutral,0.0,keyword_baseline_v1,derived_unvalidated
Ci9DQUlRQUNvZENodHljRjlvT2poSWFFZDJhREYwTUdZMVNUSlRiWGwzYzNWa1EyYxAB,banjara_hills,2026-06-03T18:29:04.774000+00:00,ambience,place,Neutral,0.0,keyword_baseline_v1,derived_unvalidated
Ci9DQUlRQUNvZENodHljRjlvT2xsQmNUUmtTbmhXTjJSSVVHOVNSMWc1VnkxWlRVRRAB,banjara_hills,2026-05-31T05:47:43.793000+00:00,food_quality,food,Positive,0.5,keyword_baseline_v1,derived_unvalidated
Ci9DQUlRQUNvZENodHljRjlvT2pkbVpsaEVZMHRSWDFGd1JFUmhWRVZKYTJrd1JXYxAB,banjara_hills,2026-05-28T08:08:11.357000+00:00,food_quality,taste,Positive,0.333333,keyword_baseline_v1,derived_unvalidated
Ci9DQUlRQUNvZENodHljRjlvT2pkbVpsaEVZMHRSWDFGd1JFUmhWRVZKYTJrd1JXYxAB,banjara_hills,2026-05-28T08:08:11.357000+00:00,ambience,ambience,Positive,0.333333,keyword_baseline_v1,derived_unvalidated
Ci9DQUlRQUNvZENodHljRjlvT2s1VWRYVkRVRmhZUlVkeU1XNUtaMmc0U0MxMmQyYxAB,banjara_hills,2026-05-25T08:09:04.447000+00:00,food_quality,"food,taste",Positive,0.125,keyword_baseline_v1,derived_unvalidated
Ci9DQUlRQUNvZENodHljRjlvT2s1VWRYVkRVRmhZUlVkeU1XNUtaMmc0U0MxMmQyYxAB,banjara_hills,2026-05-25T08:09:04.447000+00:00,quantity,quantity,Positive,0.125,keyword_baseline_v1,derived_unvalidated
Ci9DQUlRQUNvZENodHljRjlvT2toM2ExUjNhbGhvVDJkaWJIVkVaRkE0Um1sQ1JuYxAB,banjara_hills,2026-05-18T04:54:03.973000+00:00,food_quality,fresh,Neutral,0.0,keyword_baseline_v1,derived_unvalidated
Ci9DQUlRQUNvZENodHljRjlvT2toM2ExUjNhbGhvVDJkaWJIVkVaRkE0Um1sQ1JuYxAB,banjara_hills,2026-05-18T04:54:03.973000+00:00,service,service,Neutral,0.0,keyword_baseline_v1,derived_unvalidated
Ci9DQUlRQUNvZENodHljRjlvT2toM2ExUjNhbGhvVDJkaWJIVkVaRkE0Um1sQ1JuYxAB,banjara_hills,2026-05-18T04:54:03.973000+00:00,hygiene,smell,Neutral,0.0,keyword_baseline_v1,derived_unvalidated
Ci9DQUlRQUNvZENodHljRjlvT2pKU1dESTNWVFo0VW0xUFZrWjJUMHB5ZURSamMzYxAB,banjara_hills,2026-05-13T20:36:43.612000+00:00,food_quality,food,Neutral,-0.010753,keyword_baseline_v1,derived_unvalidated
Ci9DQUlRQUNvZENodHljRjlvT2pKU1dESTNWVFo0VW0xUFZrWjJUMHB5ZURSamMzYxAB,banjara_hills,2026-05-13T20:36:43.612000+00:00,service,rude,Neutral,-0.010753,keyword_baseline_v1,derived_unvalidated
Ci9DQUlRQUNvZENodHljRjlvT2pKU1dESTNWVFo0VW0xUFZrWjJUMHB5ZURSamMzYxAB,banjara_hills,2026-05-13T20:36:43.612000+00:00,waiting_time,time,Neutral,-0.010753,keyword_baseline_v1,derived_unvalidated
Ci9DQUlRQUNvZENodHljRjlvT2tOd2VYRlNVSHBZTTA1c1ZIZ3pkR2h1ZFU1NlFtYxAB,banjara_hills,2026-05-11T19:08:48.199000+00:00,food_quality,taste,Neutral,0.0,keyword_baseline_v1,derived_unvalidated
Ci9DQUlRQUNvZENodHljRjlvT2tOd2VYRlNVSHBZTTA1c1ZIZ3pkR2h1ZFU1NlFtYxAB,banjara_hills,2026-05-11T19:08:48.199000+00:00,service,"service,slow",Neutral,0.0,keyword_baseline_v1,derived_unvalidated
Ci9DQUlRQUNvZENodHljRjlvT2tOd2VYRlNVSHBZTTA1c1ZIZ3pkR2h1ZFU1NlFtYxAB,banjara_hills,2026-05-11T19:08:48.199000+00:00,waiting_time,slow,Neutral,0.0,keyword_baseline_v1,derived_unvalidated
Ci9DQUlRQUNvZENodHljRjlvT25GaFFtUkdXRUZDYkRSSVJXNVJkRXMwVDJsaFNuYxAB,banjara_hills,2026-05-10T17:14:06.206000+00:00,ambience,place,Positive,0.2,keyword_baseline_v1,derived_unvalidated
Ci9DQUlRQUNvZENodHljRjlvT2prMGQyRjJTRlJKWkdkUVRFcDFNVUYwU0c5SVdVRRAB,banjara_hills,2026-05-10T09:21:27.593000+00:00,food_quality,taste,Negative,-0.2,keyword_baseline_v1,derived_unvalidated
Ci9DQUlRQUNvZENodHljRjlvT2swM09WYzVjV3h1Y1hFMk1FaDVlbU5vYzNKRVZIYxAB,banjara_hills,2026-05-06T20:24:27.123000+00:00,food_quality,food,Positive,0.333333,keyword_baseline_v1,derived_unvalidated
Ci9DQUlRQUNvZENodHljRjlvT2swM09WYzVjV3h1Y1hFMk1FaDVlbU5vYzNKRVZIYxAB,banjara_hills,2026-05-06T20:24:27.123000+00:00,ambience,place,Positive,0.333333,keyword_baseline_v1,derived_unvalidated
Ci9DQUlRQUNvZENodHljRjlvT2pkRGQydEtYekZKTW1wM0xVaDRYMGR5Tm00eGVWRRAB,banjara_hills,2026-05-06T08:37:58.344000+00:00,price_value,worth,Positive,0.2,keyword_baseline_v1,derived_unvalidated
Ci9DQUlRQUNvZENodHljRjlvT2pkRGQydEtYekZKTW1wM0xVaDRYMGR5Tm00eGVWRRAB,banjara_hills,2026-05-06T08:37:58.344000+00:00,ambience,ambience,Positive,0.2,keyword_baseline_v1,derived_unvalidated
