review_id,branch_id,review_date,dominant_topic,dominant_topic_weight
Ci9DQUlRQUNvZENodHljRjlvT21sclgxRkRWWEZGVDBoTmJGOWxWRWsyUnpOSGRHYxAB,banjara_hills,2026-07-01T15:26:57.888000+00:00,4,0.04238
Ci9DQUlRQUNvZENodHljRjlvT2paSGNEbGplRm8xV2pWaVluZEhiV1YzUVZJeFdXYxAB,banjara_hills,2026-06-30T19:48:34.548000+00:00,4,0.010938
Ci9DQUlRQUNvZENodHljRjlvT2xRMk0wUmlWMHB4U0hwWGFtUjBiVVU1TFZCQlNFRRAB,banjara_hills,2026-06-30T19:09:20.260000+00:00,6,0.064499
Ci9DQUlRQUNvZENodHljRjlvT21OV1YyOUhUMlJOT1RkWFdsUlFhVWxRTjFKQk9FRRAB,banjara_hills,2026-06-30T12:28:31.390000+00:00,2,0.038732
Ci9DQUlRQUNvZENodHljRjlvT2tOVk4xaFBOV2hQTUV0d2REZDRNSGx4V1c4eE9IYxAB,banjara_hills,2026-06-29T19:16:35.540000+00:00,0,0.066663
Ci9DQUlRQUNvZENodHljRjlvT25Ka1Z6QTJRVmMzYUVWTlRERkZMV2gwTkVacFpGRRAB,banjara_hills,2026-06-29T12:50:48.955000+00:00,6,0.062322
Ci9DQUlRQUNvZENodHljRjlvT25OYVNIcEVURWR4TFZWcGVqVjRVRVZzY1dKWVkwRRAB,banjara_hills,2026-06-27T18:41:26.458000+00:00,4,0.004993
Ci9DQUlRQUNvZENodHljRjlvT2tSWGNraFNVMTk1VTBSM1ZFc3daMGhWYUVNNWVtYxAB,banjara_hills,2026-06-27T10:47:52.456000+00:00,4,0.003162
Ci9DQUlRQUNvZENodHljRjlvT2xaS09YUllSamxxYW1kWFRTMXlVa1J3T1ZKeFluYxAB,banjara_hills,2026-06-26T17:50:18.714000+00:00,4,0.077638
Ci9DQUlRQUNvZENodHljRjlvT2pKR1oyZzNkMHhSVGxNdFNXaERkVVJ2VDBoUGJrRRAB,banjara_hills,2026-06-22T16:14:21.489000+00:00,2,0.032048
Ci9DQUlRQUNvZENodHljRjlvT2w5WmNYVklaMFZSTVUxbFNGRm9XRUpYYVhoVmVFRRAB,banjara_hills,2026-06-22T09:23:47.632000+00:00,2,0.030114
Ci9DQUlRQUNvZENodHljRjlvT2tndGVqWkpVR05hYW10aGVHMU1iSHBHTlVod2RsRRAB,banjara_hills,2026-06-21T17:15:03.507000+00:00,4,0.050454
Ci9DQUlRQUNvZENodHljRjlvT25Gb2RuaHlVVkZ6ZVVVdFpWbzJiekJ6VERocVdsRRAB,banjara_hills,2026-06-21T03:23:06.272000+00:00,4,0.057975
Ci9DQUlRQUNvZENodHljRjlvT2tkclVHeG5ZWFpNU201bU4yeFBNMmM1YVZGcVRtYxAB,banjara_hills,2026-06-19T12:07:27.872000+00:00,4,0.046249
Ci9DQUlRQUNvZENodHljRjlvT2pCV1JuUlBSR05OVWtwVGRIbzBTREIzYWtaQ1YwRRAB,banjara_hills,2026-06-16T11:34:10.795000+00:00,1,0.114155
Ci9DQUlRQUNvZENodHljRjlvT25KMU1tZFNhbkZxUlhoVFZrOUpaMHBOY1docVVrRRAB,banjara_hills,2026-06-12T18:03:30.828000+00:00,4,0.019421
Ci9DQUlRQUNvZENodHljRjlvT2pkWVRFcEJTWEpQYTNSMWNFODJUbEF4V0ZOTE4yYxAB,banjara_hills,2026-06-12T18:01:30.058000+00:00,7,0.082877
Ci9DQUlRQUNvZENodHljRjlvT2xCdVJtbEpOMmxxTkdOaVpXNHpjV3RmVmpKdWFuYxAB,banjara_hills,2026-06-12T18:00:06.871000+00:00,7,0.023323
Ci9DQUlRQUNvZENodHljRjlvT2tGUlVGbHpPVVZQTURocmRsUnVablZRV2xKV1FYYxAB,banjara_hills,2026-06-11T17:59:58.741000+00:00,4,0.026426
Ci9DQUlRQUNvZENodHljRjlvT25OaVlsUmxXalppVEZJMVRHbEJTelF5UmtNd1pYYxAB,banjara_hills,2026-06-10T19:10:22.295000+00:00,3,0.277674
ChdDSUhNMG9nS0VJQ0FnSUNHcVp1R2hRRRAB,banjara_hills,2026-06-10T13:03:47.077000+00:00,4,0.011028
Ci9DQUlRQUNvZENodHljRjlvT2xWek1HTjFVVUZJZFc5bWVrNVVUMlV6TXpCc01GRRAB,banjara_hills,2026-06-09T01:01:50.269000+00:00,0,0.194017
Ci9DQUlRQUNvZENodHljRjlvT2pWd1FYUlJSR1IzV1dZMlptcFpkRE4zWDFsMFQzYxAB,banjara_hills,2026-06-07T16:45:48.103000+00:00,4,0.052271
ChZDSUhNMG9nS0VJQ0FnSUNkeE5uWFhREAE,banjara_hills,2026-06-06T07:00:40.048000+00:00,4,0.032328
Ci9DQUlRQUNvZENodHljRjlvT21WUmRFZEhRbGxRTTE4MFUyaHZTbmhqYVhwMWVXYxAB,banjara_hills,2026-06-05T07:16:30.038000+00:00,0,0.085528
Ci9DQUlRQUNvZENodHljRjlvT2poSWFFZDJhREYwTUdZMVNUSlRiWGwzYzNWa1EyYxAB,banjara_hills,2026-06-03T18:29:04.774000+00:00,7,0.062277
Ci9DQUlRQUNvZENodHljRjlvT2xsQmNUUmtTbmhXTjJSSVVHOVNSMWc1VnkxWlRVRRAB,banjara_hills,2026-05-31T05:47:43.793000+00:00,2,0.072052
Ci9DQUlRQUNvZENodHljRjlvT25abE1EaENOMFpZY0UxQmVISnZUM2hDYWpKTFZVRRAB,banjara_hills,2026-05-30T10:53:08.414000+00:00,4,0.005372
Ci9DQUlRQUNvZENodHljRjlvT2pkbVpsaEVZMHRSWDFGd1JFUmhWRVZKYTJrd1JXYxAB,banjara_hills,2026-05-28T08:08:11.357000+00:00,1,0.070822
Ci9DQUlRQUNvZENodHljRjlvT2pJNFUwNU1SMjU0UzB4dlQyNHRTRTgwYlVGeFlYYxAB,banjara_hills,2026-05-25T14:38:04.280000+00:00,0,0.194017
Ci9DQUlRQUNvZENodHljRjlvT2poNFkzVnJaRkpvWW01b2JrOHRaVkJ2Y0VoWmQxRRAB,banjara_hills,2026-05-25T08:49:53.841000+00:00,4,0.031711
Ci9DQUlRQUNvZENodHljRjlvT2s1VWRYVkRVRmhZUlVkeU1XNUtaMmc0U0MxMmQyYxAB,banjara_hills,2026-05-25T08:09:04.447000+00:00,6,0.063541
Ci9DQUlRQUNvZENodHljRjlvT2pFdFpUQnViek5yYzFaMVdHSmZiMlk1WVRONlZVRRAB,banjara_hills,2026-05-22T09:44:49.570000+00:00,0,0.194017
Ci9DQUlRQUNvZENodHljRjlvT2s4MU1tTTJZMlY0VkZNeVduTjJaSE5hU3pkd1FrRRAB,banjara_hills,2026-05-18T19:21:56.141000+00:00,0,0.194017
Ci9DQUlRQUNvZENodHljRjlvT2toM2ExUjNhbGhvVDJkaWJIVkVaRkE0Um1sQ1JuYxAB,banjara_hills,2026-05-18T04:54:03.973000+00:00,4,0.007114
Ci9DQUlRQUNvZENodHljRjlvT2pKU1dESTNWVFo0VW0xUFZrWjJUMHB5ZURSamMzYxAB,banjara_hills,2026-05-13T20:36:43.612000+00:00,2,0.01152
Ci9DQUlRQUNvZENodHljRjlvT2tOd2VYRlNVSHBZTTA1c1ZIZ3pkR2h1ZFU1NlFtYxAB,banjara_hills,2026-05-11T19:08:48.199000+00:00,6,0.02842
Ci9DQUlRQUNvZENodHljRjlvT25GaFFtUkdXRUZDYkRSSVJXNVJkRXMwVDJsaFNuYxAB,banjara_hills,2026-05-10T17:14:06.206000+00:00,7,0.140981
Ci9DQUlRQUNvZENodHljRjlvT2prMGQyRjJTRlJKWkdkUVRFcDFNVUYwU0c5SVdVRRAB,banjara_hills,2026-05-10T09:21:27.593000+00:00,6,0.052447
Ci9DQUlRQUNvZENodHljRjlvT25ocVJVTllPR2h0WkRWcFdFNDNRbWxKU1VNd1NtYxAB,banjara_hills,2026-05-09T15:24:34.954000+00:00,1,0.100314
Ci9DQUlRQUNvZENodHljRjlvT2swM09WYzVjV3h1Y1hFMk1FaDVlbU5vYzNKRVZIYxAB,banjara_hills,2026-05-06T20:24:27.123000+00:00,7,0.117055
Ci9DQUlRQUNvZENodHljRjlvT2pkRGQydEtYekZKTW1wM0xVaDRYMGR5Tm00eGVWRRAB,banjara_hills,2026-05-06T08:37:58.344000+00:00,3,0.089166
Ci9DQUlRQUNvZENodHljRjlvT2t0cWRIcENNbTQ1VjFsV1JtMTFjVGt6WVd4Vk9XYxAB,banjara_hills,2026-05-04T03:10:53.596000+00:00,4,0.03117
Ci9DQUlRQUNvZENodHljRjlvT20xb2JtUTBWRE5xYUdkMk5tUk1kbVIzVG1SNFIxRRAB,banjara_hills,2026-04-27T14:31:02.044000+00:00,4,0.033256
Ci9DQUlRQUNvZENodHljRjlvT2xWcmFEa3phVkE0ZDJ3M1RWOVFZWFp6Y3pWdE5sRRAB,banjara_hills,2026-04-26T18:40:55.120000+00:00,4,0.06327
Ci9DQUlRQUNvZENodHljRjlvT21OVWVXOUlOR05DTVRaUmRFZHpNMTl5TkdoZlVrRRAB,banjara_hills,2026-04-24T16:27:44.881000+00:00,2,0.015943
Ci9DQUlRQUNvZENodHljRjlvT2pOUFZXMUhZbkJIVUhkNlMwTTRNQzFxUjNGb1FsRRAB,banjara_hills,2026-04-24T13:24:27.557000+00:00,2,0.014668
Ci9DQUlRQUNvZENodHljRjlvT2pGWVdVUjBPVWsxUkVZNFZ6RndRMGhUTVZaUFQzYxAB,banjara_hills,2026-04-24T06:50:46.591000+00:00,7,0.159898
Ci9DQUlRQUNvZENodHljRjlvT2tKU1dsaEJVRkpvWnpoMWVHOHpZMWhDVFZka1IyYxAB,banjara_hills,2026-04-21T10:34:20.598000+00:00,1,0.199175
Ci9DQUlRQUNvZENodHljRjlvT2t0Qk1FUjNRV3hyYlRkcU9VRnJWMHhJUjJKZlJuYxAB,banjara_hills,2026-04-18T11:51:38.838000+00:00,6,0.008072
Ci9DQUlRQUNvZENodHljRjlvT2s1T01YZzNkSGhoVWxsTWNYZ3hOR1p2VjFKMk5FRRAB,banjara_hills,2026-04-18T08:29:48.076000+00:00,6,0.012655
Ci9DQUlRQUNvZENodHljRjlvT2xoVWJYUnZaMjEwVHpCNFZrWjNRemxmT1dSdk9WRRAB,banjara_hills,2026-04-18T03:14:26.359000+00:00,6,0.066129
Ci9DQUlRQUNvZENodHljRjlvT2pWVE5taHdRbW80VEdwc1VuaEpSMGcxVG1FeFdYYxAB,banjara_hills,2026-04-17T20:00:31.230000+00:00,0,0.194017
Ci9DQUlRQUNvZENodHljRjlvT25Cd1gxUTRVSFJCVkRWR1JUUlBNRmxHU2tWU1QxRRAB,banjara_hills,2026-04-17T16:45:18.193000+00:00,4,0.0245
Ci9DQUlRQUNvZENodHljRjlvT25oVllqUXRYMFJtVXpsWGVHWjFkVlpQWDNKUVlYYxAB,banjara_hills,2026-04-15T08:54:07.022000+00:00,2,0.040104
Ci9DQUlRQUNvZENodHljRjlvT21FMVZHZDBVSGRFYjNkNldXUmpVMEk1Y25sbGNGRRAB,banjara_hills,2026-04-15T06:41:00.536000+00:00,0,0.042942
Ci9DQUlRQUNvZENodHljRjlvT2tWeFMzVlVRa2REWkVKR09WaFlTMHhzZEhWQlIwRRAB,banjara_hills,2026-04-14T14:11:06.849000+00:00,7,0.056005
Ci9DQUlRQUNvZENodHljRjlvT21GRVYxVnVSalppUWpBMWNtY3RSakZvY2xWTFpsRRAB,banjara_hills,2026-04-13T09:27:53.390000+00:00,7,0.023597
Ci9DQUlRQUNvZENodHljRjlvT2xOb0xVdDBVek01Y1V0VWJ6ZFFWMHRSVjNGc1JGRRAB,banjara_hills,2026-04-12T11:46:41.819000+00:00,7,0.064234
Ci9DQUlRQUNvZENodHljRjlvT21aRmVrMVVTVlEzYWswNE5pMTBiVk5QY21OMFVXYxAB,banjara_hills,2026-04-12T04:16:50.766000+00:00,1,0.100715
Ci9DQUlRQUNvZENodHljRjlvT25ONmMyNDFNWE16U3pkWWQybFdRamxqYW1WV1RFRRAB,banjara_hills,2026-04-11T19:27:40.549000+00:00,4,0.030937
Ci9DQUlRQUNvZENodHljRjlvT2xReVFtdG1NRUpZVWt0WVgydzRaMVEzVjBOSVFWRRAB,banjara_hills,2026-04-11T19:15:56.425000+00:00,4,0.016537
Ci9DQUlRQUNvZENodHljRjlvT21OWlZEUlpPRVZ3TFRZdFZYRkRkWGRFVlVkWk1IYxAB,banjara_hills,2026-04-11T14:04:25.293000+00:00,4,0.044299
Ci9DQUlRQUNvZENodHljRjlvT25aUGIxUTNWM1pYZFcxblV6VlNVa0ZRUW5abGNrRRAB,banjara_hills,2026-04-09T09:04:24.194000+00:00,4,0.00704
Ci9DQUlRQUNvZENodHljRjlvT25weWFVMVFTVlZuVDA0NVowSmpWMjk0T1ZRMlFrRRAB,banjara_hills,2026-04-08T10:56:18.887000+00:00,6,0.07443
Ci9DQUlRQUNvZENodHljRjlvT2xSeWFVeDRaRWc1WTBkTGVYVkxlazltY1hGNllYYxAB,banjara_hills,2026-04-08T08:41:33.067000+00:00,2,0.035878
Ci9DQUlRQUNvZENodHljRjlvT214d05tVnVUMVZ2UlVkTmFraHpja1Z5TVc5dVVFRRAB,banjara_hills,2026-04-06T10:39:56.416000+00:00,6,0.035533
Ci9DQUlRQUNvZENodHljRjlvT2xsTVZEWmFNREJ1WTBKaWJ5MVBWazk0VmpGM1RIYxAB,banjara_hills,2026-04-05T17:58:02.642000+00:00,4,0.029609
Ci9DQUlRQUNvZENodHljRjlvT25jeGRHUkRUSGRpU2xsWFQzVkNkRE01WlZoNGVtYxAB,banjara_hills,2026-04-05T09:41:08.973000+00:00,4,0.022151
Ci9DQUlRQUNvZENodHljRjlvT25kSU1GRXhXVU0xVDBKUFJpMDJTbWhCTlRWU2FIYxAB,banjara_hills,2026-04-03T09:59:16.809000+00:00,1,0.046239
Ci9DQUlRQUNvZENodHljRjlvT2xwZlUzaHhUMFY0YXpWcFJXOTJjRmhFYTBGVVpXYxAB,banjara_hills,2026-04-03T08:40:12.078000+00:00,6,0.039234
Ci9DQUlRQUNvZENodHljRjlvT2sxcE1GWk1UakZtVG1OTVMzbHRSbk5QYUdsSFJsRRAB,banjara_hills,2026-04-02T08:16:12.554000+00:00,7,0.014242
Ci9DQUlRQUNvZENodHljRjlvT21jeE1tbDRObXgxTjJSUlpUVnZTRk5FU0RWMFptYxAB,banjara_hills,2026-03-30T17:07:26.261000+00:00,4,0.011371
Ci9DQUlRQUNvZENodHljRjlvT21kSFkxazFlazQwWlhKTlRsUnVjR2hqZW1FMlpuYxAB,banjara_hills,2026-03-29T05:09:33.539000+00:00,4,0.084994
Ci9DQUlRQUNvZENodHljRjlvT2tKR05USk9aMmhaUkdaTlpsRXlWRUZFUTBseFNtYxAB,banjara_hills,2026-03-27T19:29:11.271000+00:00,2,0.023844
Ci9DQUlRQUNvZENodHljRjlvT21ad1FXeEJXV1pQUm1KRE9XNDVNbU5GUkdaV2VIYxAB,banjara_hills,2026-03-27T15:14:32.183000+00:00,4,0.046569
Ci9DQUlRQUNvZENodHljRjlvT2pBelNYWlFWbDl2VWxkaFoxSnBXSFpNVGtGMFRHYxAB,banjara_hills,2026-03-27T06:58:34.618000+00:00,4,0.036418
Ci9DQUlRQUNvZENodHljRjlvT2xwNVpsSnRZVnBwUmtzM2FFMHlRMU5VYlMxVmIwRRAB,banjara_hills,2026-03-25T03:47:23.411000+00:00,6,0.119618
Ci9DQUlRQUNvZENodHljRjlvT2s1MFVsTTNibWN6Vm5odk9FZ3llbk10YWxWU2RXYxAB,banjara_hills,2026-03-24T14:23:38.739000+00:00,0,0.194017
Ci9DQUlRQUNvZENodHljRjlvT21Zd1ozRlRSVVJHZVZodmNFRXdjRzlpZWxBek4wRRAB,banjara_hills,2026-03-22T18:48:45.725000+00:00,2,0.02331
Ci9DQUlRQUNvZENodHljRjlvT214dVUwczBiMTgyU0d3eWJYTlpjbFZJTXpNdE5VRRAB,banjara_hills,2026-03-17T12:27:49.780000+00:00,0,0.049267
Ci9DQUlRQUNvZENodHljRjlvT25wNFIzaHRkRE5oWnkxT2EyeFNTM1p3TUZGM1dtYxAB,banjara_hills,2026-03-17T10:26:37.374000+00:00,2,0.026326
Ci9DQUlRQUNvZENodHljRjlvT2twR09Vb3dVRFZXZFRkWmJHY3hSR1JKT0doWFVFRRAB,banjara_hills,2026-03-16T08:51:48.319000+00:00,3,0.105954
Ci9DQUlRQUNvZENodHljRjlvT214bWNtdFlPVTFmZGxGc056TkdjbkozTlVGNllVRRAB,banjara_hills,2026-03-12T14:23:36.841000+00:00,4,0.027531
Ci9DQUlRQUNvZENodHljRjlvT2t0dVlTMW9OM0pRYkhKS2MzQmtiMlJSUTNsWlZFRRAB,banjara_hills,2026-03-11T13:58:33.598000+00:00,4,0.033748
Ci9DQUlRQUNvZENodHljRjlvT25aVVJ6ZzJaRlJGYlZGcWJUQXljVUpHZDB4dk9IYxAB,banjara_hills,2026-03-10T19:31:31.082000+00:00,4,0.033086
ChZDSUhNMG9nS0VJQ0FnSUNtOWZYLWN3EAE,banjara_hills,2026-03-02T17:11:51.505000+00:00,6,0.054912
Ci9DQUlRQUNvZENodHljRjlvT2tKV1puUmthRXBZYkdGT1oyeHJiMk42U21aWmRWRRAB,banjara_hills,2026-03-02T02:52:13.590000+00:00,4,0.065595
Ci9DQUlRQUNvZENodHljRjlvT2tsNWRrc3hja2huZFRWQ04zcHJVRWRIZDJwck0xRRAB,banjara_hills,2026-02-28T23:36:03.860000+00:00,2,0.018163
Ci9DQUlRQUNvZENodHljRjlvT25sSE9FVmtVVkZSYkRGaE5tRndWalIwWkhWUFRWRRAB,banjara_hills,2026-02-27T10:55:27.865000+00:00,4,0.025884
Ci9DQUlRQUNvZENodHljRjlvT21GQ2NWcENjRUZDYTFwaGVUSlBialp1WlVKeFIxRRAB,banjara_hills,2026-02-25T22:34:13.907000+00:00,6,0.027878
Ci9DQUlRQUNvZENodHljRjlvT2xWdE1EWXlWMDFDV0cwMFVEZFZNamMwUzFscGFFRRAB,banjara_hills,2026-02-25T07:34:20.088000+00:00,2,0.023275
Ci9DQUlRQUNvZENodHljRjlvT25seWNrTmtXVkV5VVdWblptVnpOV3hpYm1aaFVFRRAB,banjara_hills,2026-02-24T16:10:53.336000+00:00,4,0.138451
Ci9DQUlRQUNvZENodHljRjlvT2pKV1NWVm1lRVpvUkd4WVNWTmxObHBrTWpNNWNIYxAB,banjara_hills,2026-02-21T21:20:48.660000+00:00,2,0.023165
Ci9DQUlRQUNvZENodHljRjlvT25OSk1YRjJZbU0yVEVwRWJtbHFZazVuWnkxaFExRRAB,banjara_hills,2026-02-17T18:23:56.549000+00:00,7,0.082452
Ci9DQUlRQUNvZENodHljRjlvT21KV2RUUmxaMDVrT1RKYUxVeEJhakF3Y0c5YVpVRRAB,banjara_hills,2026-02-17T16:44:58.073000+00:00,6,0.000742
Ci9DQUlRQUNvZENodHljRjlvT2pGeFZqQjJiRmg2UlZSMVUxWXhSbFJDVVRKWE5WRRAB,banjara_hills,2026-02-17T03:06:54.067000+00:00,7,0.050817
Ci9DQUlRQUNvZENodHljRjlvT2xsak9VUnFORFJKZFVGMU4zVnRTQzEzTVV4MlpIYxAB,banjara_hills,2026-02-17T01:56:11.210000+00:00,1,0.051904
ChZDSUhNMG9nS0VJQ0FnSUNtNmRfeVV3EAE,banjara_hills,2026-02-16T23:54:23.726000+00:00,0,0.194017
Ci9DQUlRQUNvZENodHljRjlvT2pKcllUSlZjRXhFV0ZWWVdtVjRablZmV0VweFNuYxAB,banjara_hills,2026-02-15T19:26:22.825000+00:00,4,0.091942
Ci9DQUlRQUNvZENodHljRjlvT25GMlNXbGpaSGhQVTBSc1pEZFljbmM1TkVjdFVIYxAB,banjara_hills,2026-02-11T19:24:13.894000+00:00,1,0.199175
Ci9DQUlRQUNvZENodHljRjlvT2tsTFRVWkJhemQxU0VVd1YzaHpibXhmVFY5VWNsRRAB,banjara_hills,2026-02-08T19:11:43.982000+00:00,6,0.032985
Ci9DQUlRQUNvZENodHljRjlvT25CeE56SnhhVXROWmpGVFNsRjBibkZVYkVjMWFIYxAB,banjara_hills,2026-02-08T14:04:43.057000+00:00,4,0.012535
Ci9DQUlRQUNvZENodHljRjlvT2psbExVMURObTlOUmtOV2FGWldjRTg0UVhCU05XYxAB,banjara_hills,2026-02-07T19:59:56.257000+00:00,4,0.055186
ChZDSUhNMG9nS0VJQ0FnSUM2dm9XdmV3EAE,banjara_hills,2026-02-07T19:47:45.591000+00:00,2,0.063518
Ci9DQUlRQUNvZENodHljRjlvT2sxbVJGSnVka2xrWkVST1YwSk1Sbk15YkdRM1NXYxAB,banjara_hills,2026-02-07T17:41:37.275000+00:00,2,0.044279
Ci9DQUlRQUNvZENodHljRjlvT214SmNuaDFkVzVNTW5oMFVWSndUVEkwUW5weGNtYxAB,banjara_hills,2026-02-03T11:14:15.800000+00:00,4,0.023012
Ci9DQUlRQUNvZENodHljRjlvT2xaWlpGRndkbUpYWlcxM2VrdHlWbEYwYzFWaVRsRRAB,banjara_hills,2026-02-02T11:32:40.614000+00:00,7,0.055484
Ci9DQUlRQUNvZENodHljRjlvT2xsVldTMUphVTVJY1V0eE1qQllVRlp6VW1sRVRsRRAB,banjara_hills,2026-02-02T11:17:49.358000+00:00,4,0.016289
Ci9DQUlRQUNvZENodHljRjlvT2tKMmJUSm5RbWRYYmpsblRGZzRjVU56UW05dk5WRRAB,banjara_hills,2026-02-01T17:36:50.232000+00:00,0,0.194017
Ci9DQUlRQUNvZENodHljRjlvT2tZMFNIb3dkakEzWTBsRFZGRlBOV296YkZWU1dtYxAB,banjara_hills,2026-02-01T14:16:14.325000+00:00,3,0.085831
Ci9DQUlRQUNvZENodHljRjlvT2pCcWQxQlFYM295YWxkS2VqUmFSelpQZFRONldYYxAB,banjara_hills,2026-02-01T07:09:13.099000+00:00,7,0.008034
Ci9DQUlRQUNvZENodHljRjlvT21WNVRrNDRibVYzU0VOSVlsQkViSGRLTWtZNFJHYxAB,banjara_hills,2026-02-01T04:47:45.293000+00:00,0,0.029332
Ci9DQUlRQUNvZENodHljRjlvT2xSMWRVNXZTMVJpTjFwaFJVVm5NRFY2TUc5elpIYxAB,banjara_hills,2026-01-30T19:56:48.705000+00:00,4,0.039777
Ci9DQUlRQUNvZENodHljRjlvT2s1elduRjFVMGRSUmtsVGEyOUxlbVpGTFVSdlprRRAB,banjara_hills,2026-01-30T07:07:21.993000+00:00,4,0.011662
Ci9DQUlRQUNvZENodHljRjlvT2xKb1FucExXV05aUkdsNFN6aHNWMU5EUVRJNVVrRRAB,banjara_hills,2026-01-28T14:23:50.121000+00:00,7,0.077867
Ci9DQUlRQUNvZENodHljRjlvT2tFeFprdENUbkJPV0dGamJ6SmllVEpSZVhkT2JrRRAB,banjara_hills,2026-01-24T07:47:24.952000+00:00,6,0.034945
